destination,price,duration,features,product_type
banglore,4622.0,2h 20m,SpiceJet Kolkata non-stop CCU → BLR,flight
agra,1432.73,2h,Marble Inlay Art Workshop (Craft Your Own),activity
cochin,6147.0,5h 10m,IndiGo Delhi 1 stop DEL → BLR → COK,flight
cochin,10703.0,38h,Air India Delhi 3 stops DEL → RPR → NAG → BOM → COK,flight
banglore,12121.0,14h,Jet Airways Kolkata 1 stop CCU → DEL → BLR,flight
delhi,81724.0,3 nights,"Sheraton New Delhi - Presidential Suite with Room Only | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Restaurant, Room Service, Spa, Parking",hotels
banglore,10676.0,23h 10m,Air India Kolkata 2 stops CCU → BBI → BOM → BLR,flight
varanasi,1205.8,3h,Old Varanasi Walking Tour - Hidden Temples,activity
agra,66739.0,1 nights,"Oberoi Amarvilas - Suite with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Bar, Conference Rooms",hotels
kerala,636.2,2h,Kathakali Dance Performance with Makeup Demo,activity
delhi,1640.83,2h 30m,Auto Rickshaw Tour of Old Delhi,activity
cochin,6853.0,5h 40m,Air Asia Delhi 1 stop DEL → BLR → COK,flight
chennai,155666.0,14 nights,"Hilton Chennai - Standard Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Garden, Terrace, Room Service",hotels
banglore,10697.0,23h 35m,Air India Kolkata 2 stops CCU → JAI → BOM → BLR,flight
goa,126495.0,14 nights,"Novotel Goa - Standard Room with Half Board | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Conference Rooms, Terrace",hotels
banglore,14781.0,8h 40m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
mumbai,20140.0,1 nights,"Hyatt Regency Mumbai - Family Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Terrace, Airport Shuttle, Garden, Kids Club",hotels
hyderabad,29704.0,1 nights,"Taj Falaknuma Palace - Executive Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Free WiFi, Garden, Parking",hotels
banglore,0.0,2h 30m,IndiGo Kolkata non-stop CCU → BLR,flight
mumbai,14815.0,1 nights,"Hyatt Regency Mumbai - Garden View Room with Full Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Bar, Parking",hotels
cochin,0.0,26h 55m,Jet Airways Delhi 2 stops DEL → JAI → BOM → COK,flight
new delhi,25735.0,21h 50m,Jet Airways Banglore 1 stop BLR → BOM → DEL,flight
banglore,10844.0,5h 30m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
agra,154711.0,3 nights,"Oberoi Amarvilas - Sea View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Fitness Center, Swimming Pool, Spa",hotels
banglore,1751.73,4h,Tech Park Tour - Silicon Valley of India,activity
jaipur,1684.25,3h,Rajasthani Thali Cooking Class with Chef,activity
kolkata,542.69,2h,College Street Book Market Exploration,activity
udaipur,474.97,2h,Evening Cultural Performance - Folk Dance & Music,activity
delhi,1722.48,2h 30m,Auto Rickshaw Tour of Old Delhi,activity
goa,8682.0,1 nights,"Holiday Inn Goa - Mountain View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.0/5 | Includes: Beach Access, Swimming Pool, Business Center, Bar",hotels
cochin,6094.0,2h 50m,Air India Delhi non-stop DEL → COK,flight
chennai,40821.0,3 nights,"Park Hyatt Chennai - Standard Room with Half Board | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Conference Rooms, Parking",hotels
agra,60720.0,4 nights,"Courtyard by Marriott - Presidential Suite with Room Only | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Bar, Restaurant, Airport Shuttle, Garden",hotels
mumbai,56022.0,2 nights,"Hyatt Regency Mumbai - Presidential Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Airport Shuttle, Restaurant, Spa, Parking",hotels
kolkata,3543.0,2h 15m,SpiceJet Chennai non-stop MAA → CCU,flight
cochin,11386.0,13h 20m,Air India Delhi 2 stops DEL → BHO → BOM → COK,flight
varanasi,895.45,2h,Sunrise Boat Ride on Ganges with Photographer,activity
cochin,10262.0,10h 55m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
agra,9598.0,1 nights,"Courtyard by Marriott - Superior Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Kids Club, Swimming Pool, Beach Access, Conference Rooms",hotels
rishikesh,0.0,1h,Evening Ganga Aarti at Triveni Ghat,activity
banglore,59907.0,3 nights,"JW Marriott Bangalore - Superior Room with Half Board | Rating: ⭐⭐⭐⭐ 4.5/5 | Includes: Bar, Garden",hotels
kolkata,0.0,2h 15m,Air India Chennai non-stop MAA → CCU,flight
hyderabad,15329.0,1 nights,"Park Hyatt Hyderabad - Mountain View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Parking, Garden, Room Service, Terrace",hotels
goa,21208.0,2 nights,"Novotel Goa - Mountain View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Room Service, Garden, Business Center",hotels
jaipur,412028.0,10 nights,"Rambagh Palace - Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Conference Rooms, Airport Shuttle, Beach Access",hotels
jaipur,65205.0,5 nights,"Radisson Blu Jaipur - Executive Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.0/5 | Includes: Airport Shuttle, Garden, Beach Access",hotels
cochin,8052.0,14h 25m,Air India Delhi 2 stops DEL → HYD → BOM → COK,flight
new delhi,12295.0,6h 15m,Jet Airways Banglore 1 stop BLR → MAA → DEL,flight
delhi,4591.0,2h 50m,IndiGo Banglore non-stop BLR → DEL,flight
manali,1293.32,4h,Hadimba Temple & Old Manali Guided Tour,activity
cochin,10885.0,6h 35m,Multiple carriers Premium economy Delhi 1 stop DEL → BOM → COK,flight
delhi,4651.0,2h 45m,Air India Banglore non-stop BLR → DEL,flight
manali,849.65,1h 30m,Natural Hot Water Springs & Bath,activity
cochin,7155.0,14h 20m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
goa,86787.0,4 nights,"W Goa - Pool View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Kids Club, Swimming Pool, Fitness Center",hotels
hyderabad,12080.0,12h 25m,Vistara Mumbai 1 stop BOM → DEL → HYD,flight
jaipur,83809.0,3 nights,"Radisson Blu Jaipur - Presidential Suite with All Inclusive | Rating: ⭐⭐⭐⭐ 4.0/5 | Includes: Room Service, Spa",hotels
cochin,0.0,23h 15m,Jet Airways Delhi 2 stops DEL → MAA → BOM → COK,flight
delhi,170938.0,14 nights,"The Lalit New Delhi - Garden View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Restaurant, Garden, Fitness Center, Parking",hotels
banglore,103907.0,7 nights,"Vivanta Bengaluru - Lake View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Kids Club, Free WiFi, Conference Rooms, Room Service",hotels
delhi,3919.0,2h 55m,SpiceJet Banglore non-stop BLR → DEL,flight
delhi,4878.0,2h 35m,Vistara Banglore non-stop BLR → DEL,flight
banglore,4174.0,2h 30m,IndiGo Kolkata non-stop CCU → BLR,flight
delhi,4823.0,3h,IndiGo Banglore non-stop BLR → DEL,flight
hyderabad,39480.0,2 nights,"Novotel Hyderabad - Suite with All Inclusive | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Airport Shuttle, Beach Access, Parking",hotels
delhi,7229.0,2h 55m,Jet Airways Banglore non-stop BLR → DEL,flight
banglore,8586.0,23h 50m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
manali,1776.29,2h,River Rafting in Beas River (Grade II),activity
banglore,4778.0,2h 50m,IndiGo Kolkata non-stop CCU → BLR,flight
hyderabad,40228.0,4 nights,"Novotel Hyderabad - Pool View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Conference Rooms, Spa, Restaurant",hotels
cochin,1232.26,3h,Jewish Synagogue & Dutch Palace Tour,activity
mumbai,81866.0,3 nights,"The Oberoi Mumbai - Executive Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Beach Access, Fitness Center, Free WiFi, Spa",hotels
kerala,670.53,2h,Kathakali Dance Performance with Makeup Demo,activity
rishikesh,4804.06,45m,Bungee Jumping at Mohan Chatti (India's Highest),activity
rishikesh,2086.09,2h,Meditation & Yoga Retreat by Ganges,activity
chennai,40666.0,2 nights,"ITC Grand Chola - Executive Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Garden, Room Service",hotels
banglore,14781.0,12h 15m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
cochin,9646.0,15h 25m,Multiple carriers Delhi 1 stop DEL → HYD → COK,flight
jaipur,109259.0,10 nights,"The Lalit Jaipur - Superior Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Business Center, Parking, Kids Club, Room Service",hotels
delhi,5198.0,2h 45m,Jet Airways Banglore non-stop BLR → DEL,flight
jaipur,57017.0,4 nights,"Marriott Jaipur - Superior Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Fitness Center, Terrace, Beach Access, Bar",hotels
cochin,0.0,6h 20m,SpiceJet Delhi 1 stop DEL → MAA → COK,flight
goa,69375.0,4 nights,"Taj Fort Aguada Resort - Executive Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Conference Rooms, Terrace, Room Service, Spa",hotels
banglore,13437.0,16h 10m,Air India Kolkata 2 stops CCU → GAU → DEL → BLR,flight
goa,20334.0,1 nights,"Taj Fort Aguada Resort - Superior Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Room Service, Business Center, Fitness Center",hotels
goa,977.82,3h,Portuguese Heritage Walk in Old Goa,activity
agra,1848.64,6h,Fatehpur Sikri Day Trip with Guide,activity
cochin,966.74,2h 30m,Fort Kochi Heritage Walking Tour,activity
agra,11618.0,1 nights,"Courtyard by Marriott - Executive Room with Half Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Business Center, Swimming Pool, Beach Access, Restaurant",hotels
banglore,13759.0,14h 10m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
cochin,6258.0,5h 45m,IndiGo Delhi 1 stop DEL → BLR → COK,flight
delhi,0.0,3h,Jet Airways Banglore non-stop BLR → DEL,flight
hyderabad,3603.0,1h 30m,IndiGo Mumbai non-stop BOM → HYD,flight
delhi,38871.0,1 nights,"Sheraton New Delhi - Presidential Suite with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Fitness Center, Parking, Terrace",hotels
banglore,91627.0,4 nights,"The Ritz-Carlton Bangalore - Pool View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Garden, Swimming Pool",hotels
cochin,9443.0,23h 30m,Air India Delhi 2 stops DEL → AMD → BOM → COK,flight
mumbai,15130.0,1 nights,"Trident Nariman Point - Garden View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Fitness Center, Airport Shuttle",hotels
cochin,7174.0,26h 30m,Air India Delhi 1 stop DEL → BLR → COK,flight
banglore,0.0,13h 25m,Air India Kolkata 2 stops CCU → GAU → DEL → BLR,flight
ladakh,2034.9,6h,Monastery Circuit Tour - Hemis & Thiksey,activity
cochin,10262.0,27h 35m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
hyderabad,41600.0,2 nights,"Park Hyatt Hyderabad - Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Spa, Restaurant",hotels
jaipur,641.7,1h 15m,Sound & Light Show at Amer Fort (Evening),activity
cochin,10262.0,23h 15m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
mumbai,46784.0,1 nights,"The Leela Mumbai - Presidential Suite with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Terrace, Free WiFi",hotels
hyderabad,2315.62,6h,Ramoji Film City Day Tour,activity
cochin,0.0,8h 25m,Jet Airways Delhi 2 stops DEL → ATQ → BOM → COK,flight
goa,27418.0,3 nights,"Holiday Inn Goa - Executive Room with Half Board | Rating: ⭐⭐⭐⭐ 4.0/5 | Includes: Spa, Beach Access, Business Center",hotels
banglore,9663.0,16h,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
cochin,11869.0,32h 5m,Jet Airways Delhi 2 stops DEL → BDQ → BOM → COK,flight
new delhi,8028.0,2h 40m,Vistara Banglore non-stop BLR → DEL,flight
jaipur,28265.0,1 nights,"The Lalit Jaipur - Presidential Suite with Half Board | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Terrace, Free WiFi",hotels
jaipur,69420.0,4 nights,"Fairmont Jaipur - Family Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Fitness Center, Restaurant",hotels
goa,14093.0,1 nights,"Leela Goa - Standard Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Airport Shuttle, Garden",hotels
jaipur,36511.0,2 nights,"Fairmont Jaipur - Family Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Airport Shuttle, Terrace",hotels
jaipur,19938.0,2 nights,"Hilton Jaipur - Garden View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Spa, Beach Access",hotels
cochin,8627.0,11h,Air Asia Delhi 1 stop DEL → BLR → COK,flight
udaipur,416.2,2h,Evening Cultural Performance - Folk Dance & Music,activity
ladakh,1581.65,2h,Camel Safari in Nubra Valley (Double Hump),activity
delhi,4544.0,2h 45m,Jet Airways Banglore non-stop BLR → DEL,flight
delhi,20116.0,1 nights,"ITC Maurya - Deluxe Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Business Center, Parking, Terrace, Fitness Center",hotels
cochin,13376.0,29h 50m,Jet Airways Delhi 2 stops DEL → NAG → BOM → COK,flight
banglore,22116.0,1 nights,"The Oberoi Bangalore - Superior Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Room Service, Spa, Garden, Airport Shuttle",hotels
cochin,14714.0,5h 35m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
chennai,11730.0,1 nights,"Hilton Chennai - Executive Room with Room Only | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Bar, Airport Shuttle, Swimming Pool",hotels
delhi,22609.0,2 nights,"Radisson Blu Delhi - Mountain View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Swimming Pool, Kids Club",hotels
mumbai,76454.0,2 nights,"Taj Mahal Palace Hotel - Executive Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Fitness Center, Beach Access, Terrace",hotels
hyderabad,36321.0,2 nights,"ITC Kohenur - Superior Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Beach Access, Business Center",hotels
cochin,0.0,7h 5m,Jet Airways Delhi 2 stops DEL → BHO → BOM → COK,flight
cochin,8372.0,11h 15m,Air India Delhi 1 stop DEL → BOM → COK,flight
banglore,4174.0,2h 35m,IndiGo Kolkata non-stop CCU → BLR,flight
kerala,1500.98,3h,Traditional Snake Boat Race Experience,activity
banglore,2012.29,4h,Tech Park Tour - Silicon Valley of India,activity
delhi,175625.0,14 nights,"The Lalit New Delhi - Mountain View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Airport Shuttle, Terrace, Kids Club",hotels
hyderabad,1563.2,2h,Hyderabadi Biryani Tasting Experience,activity
hyderabad,461.67,1h 30m,Golconda Fort Sound & Light Show,activity
banglore,16092.0,8h 50m,Vistara Kolkata 1 stop CCU → DEL → BLR,flight
banglore,0.0,2h 30m,IndiGo Kolkata non-stop CCU → BLR,flight
cochin,8765.0,16h 25m,IndiGo Delhi 1 stop DEL → BOM → COK,flight
cochin,0.0,8h 40m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
cochin,0.0,26h 20m,Air India Delhi 2 stops DEL → HYD → MAA → COK,flight
udaipur,377.65,1h,Traditional Rajasthani Puppet Show,activity
cochin,15544.0,7h 5m,Jet Airways Delhi 2 stops DEL → BHO → BOM → COK,flight
rishikesh,2224.59,3h,White Water Rafting (16km Shivpuri to Rishikesh),activity
ladakh,1398.07,2h,Camel Safari in Nubra Valley (Double Hump),activity
manali,1267.15,4h,Hadimba Temple & Old Manali Guided Tour,activity
ladakh,2603.85,4h,Mountain Biking in Leh (Professional Guide),activity
cochin,5201.0,3h,Air India Delhi non-stop DEL → COK,flight
ladakh,2246.76,6h,Monastery Circuit Tour - Hemis & Thiksey,activity
banglore,60869.0,2 nights,"The Leela Palace Bangalore - Family Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Business Center, Swimming Pool, Kids Club",hotels
varanasi,0.0,1h,Evening Ganga Aarti Ceremony at Dashashwamedh Ghat,activity
mumbai,164827.0,5 nights,"Taj Mahal Palace Hotel - Garden View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Airport Shuttle, Spa, Garden, Restaurant",hotels
delhi,49268.0,2 nights,"Taj Palace - Mountain View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Free WiFi, Conference Rooms",hotels
jaipur,1463.15,45m,Elephant Ride at Amer Fort with Photo Package,activity
delhi,4282.0,2h 50m,Air Asia Banglore non-stop BLR → DEL,flight
banglore,14151.0,26h 10m,Jet Airways Kolkata 1 stop CCU → DEL → BLR,flight
banglore,3841.0,2h 25m,SpiceJet Kolkata non-stop CCU → BLR,flight
jaipur,1501.52,3h,Rajasthani Thali Cooking Class with Chef,activity
manali,757.22,1h 30m,Natural Hot Water Springs & Bath,activity
hyderabad,0.0,1h 30m,Jet Airways Mumbai non-stop BOM → HYD,flight
cochin,470.05,1h,Chinese Fishing Nets Demonstration,activity
ladakh,1750.56,6h,Monastery Circuit Tour - Hemis & Thiksey,activity
ladakh,3266.59,4h,Mountain Biking in Leh (Professional Guide),activity
delhi,4284.0,2h 50m,IndiGo Banglore non-stop BLR → DEL,flight
banglore,12723.0,30h 40m,Air India Kolkata 2 stops CCU → IXR → DEL → BLR,flight
cochin,13014.0,17h 5m,Jet Airways Delhi 2 stops DEL → JAI → BOM → COK,flight
banglore,8586.0,20h 15m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
banglore,0.0,6h 5m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
jaipur,62595.0,7 nights,"Radisson Blu Jaipur - Garden View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.0/5 | Includes: Swimming Pool, Spa, Kids Club, Business Center",hotels
cochin,15586.0,38h,Air India Delhi 3 stops DEL → RPR → NAG → BOM → COK,flight
hyderabad,5678.0,1h 30m,Jet Airways Mumbai non-stop BOM → HYD,flight
banglore,2746.63,3h,Pub Crawl in Indiranagar & Koramangala,activity
hyderabad,1965.0,1h 30m,SpiceJet Mumbai non-stop BOM → HYD,flight
mumbai,21102.0,1 nights,"Trident Nariman Point - Mountain View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Spa, Fitness Center",hotels
udaipur,366.58,1h,Traditional Rajasthani Puppet Show,activity
goa,1392.95,2h,Dolphin Spotting Sunset Cruise,activity
jaipur,1401.72,2h,Traditional Block Printing Workshop (Take Home Kit),activity
banglore,8366.0,12h 25m,Air India Kolkata 1 stop CCU → BOM → BLR,flight
banglore,36550.0,2 nights,"ITC Gardenia - Pool View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Business Center, Bar",hotels
ladakh,3979.17,10h,Pangong Lake Day Trip via Chang La Pass,activity
kolkata,3543.0,2h 15m,SpiceJet Chennai non-stop MAA → CCU,flight
cochin,15764.0,16h 55m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
banglore,10118.0,14h 20m,Jet Airways Kolkata 2 stops CCU → BOM → PNQ → BLR,flight
mumbai,10896.0,1 nights,"Novotel Mumbai - Pool View Room with Full Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Terrace, Restaurant",hotels
cochin,13587.0,13h,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
manali,1253.7,4h,Hadimba Temple & Old Manali Guided Tour,activity
goa,17898.0,1 nights,"Leela Goa - Family Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Bar, Beach Access, Garden, Restaurant",hotels
delhi,29076.0,2 nights,"Hyatt Regency Delhi - Mountain View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Garden, Kids Club, Spa, Terrace",hotels
goa,12092.0,1 nights,"Kenilworth Resort Goa - Sea View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Swimming Pool, Beach Access, Free WiFi, Kids Club",hotels
banglore,56253.0,2 nights,"The Oberoi Bangalore - Executive Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Room Service, Swimming Pool, Airport Shuttle",hotels
delhi,34057.0,2 nights,"Hyatt Regency Delhi - Lake View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Spa, Beach Access, Room Service",hotels
delhi,554.85,2h,Shopping Tour at Dilli Haat,activity
cochin,18804.0,7h 20m,Jet Airways Delhi 2 stops DEL → JDH → BOM → COK,flight
banglore,5515.0,2h 20m,SpiceJet Kolkata non-stop CCU → BLR,flight
ladakh,1821.07,2h,Camel Safari in Nubra Valley (Double Hump),activity
udaipur,1558.25,3h,City Palace & Museum Guided Tour,activity
ladakh,1722.48,2h,Camel Safari in Nubra Valley (Double Hump),activity
cochin,865.51,3h,Jewish Synagogue & Dutch Palace Tour,activity
kolkata,751.59,2h,College Street Book Market Exploration,activity
jaipur,69473.0,4 nights,"Fairmont Jaipur - Executive Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Garden, Kids Club, Parking",hotels
ladakh,2034.85,2h,Camel Safari in Nubra Valley (Double Hump),activity
banglore,266403.0,10 nights,"JW Marriott Bangalore - Suite with All Inclusive | Rating: ⭐⭐⭐⭐ 4.5/5 | Includes: Room Service, Fitness Center",hotels
banglore,43795.0,2 nights,"The Leela Palace Bangalore - Standard Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Swimming Pool, Beach Access, Parking",hotels
banglore,13067.0,13h 20m,Jet Airways Kolkata 1 stop CCU → DEL → BLR,flight
banglore,39143.0,1 nights,"The Leela Palace Bangalore - Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Room Service, Airport Shuttle, Conference Rooms, Kids Club",hotels
agra,86884.0,2 nights,"Oberoi Amarvilas - Lake View Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Restaurant, Bar, Beach Access",hotels
new delhi,7774.0,4h 45m,IndiGo Banglore 1 stop BLR → LKO → DEL,flight
banglore,2910.56,6h,Coffee Estate Tour near Chikmagalur,activity
chennai,18406.0,1 nights,"Park Hyatt Chennai - Pool View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Spa, Conference Rooms",hotels
new delhi,0.0,2h 40m,Vistara Banglore non-stop BLR → DEL,flight
goa,1850.74,2h 30m,Parasailing at Calangute Beach with Safety Gear,activity
kolkata,307.29,1h,Kolkata Tram Heritage Ride,activity
udaipur,428.62,2h,Evening Cultural Performance - Folk Dance & Music,activity
agra,698.8,2h,Moonlight Garden View of Taj Mahal,activity
new delhi,7648.0,2h 55m,IndiGo Banglore non-stop BLR → DEL,flight
cochin,10262.0,22h 35m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
varanasi,1247.47,3h,Old Varanasi Walking Tour - Hidden Temples,activity
goa,9841.0,1 nights,"Holiday Inn Goa - Superior Room with Half Board | Rating: ⭐⭐⭐⭐ 4.0/5 | Includes: Bar, Conference Rooms, Business Center, Room Service",hotels
ladakh,3540.28,6h,High Altitude Trek to Stok Kangri Base,activity
cochin,12557.0,10h 55m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
ladakh,1961.98,2h,Camel Safari in Nubra Valley (Double Hump),activity
goa,150784.0,5 nights,"Leela Goa - Presidential Suite with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Parking, Restaurant",hotels
goa,74034.0,7 nights,"Kenilworth Resort Goa - Garden View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Beach Access, Fitness Center, Spa, Restaurant",hotels
cochin,1032.25,2h,Kathakali Makeup & Performance Session,activity
delhi,3943.0,2h 50m,IndiGo Banglore non-stop BLR → DEL,flight
delhi,25845.0,1 nights,"Taj Palace - Lake View Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Airport Shuttle, Room Service, Garden, Kids Club",hotels
cochin,12717.0,10h,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
jaipur,22193.0,1 nights,"Trident Jaipur - Presidential Suite with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Airport Shuttle, Fitness Center",hotels
delhi,0.0,3h,Jet Airways Banglore non-stop BLR → DEL,flight
hyderabad,4995.0,1h 30m,Jet Airways Mumbai non-stop BOM → HYD,flight
hyderabad,3065.27,6h,Ramoji Film City Day Tour,activity
banglore,0.0,2h 35m,IndiGo Kolkata non-stop CCU → BLR,flight
hyderabad,3100.0,1h 20m,Air India Mumbai non-stop BOM → HYD,flight
ladakh,1867.28,6h,Monastery Circuit Tour - Hemis & Thiksey,activity
jaipur,12909.0,1 nights,"Radisson Blu Jaipur - Pool View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.0/5 | Includes: Fitness Center, Parking",hotels
rishikesh,0.0,1h,Evening Ganga Aarti at Triveni Ghat,activity
delhi,15073.0,1 nights,"Hyatt Regency Delhi - Executive Room with Room Only | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Conference Rooms, Room Service, Garden",hotels
banglore,1502.28,2h,Microbrewery Tour with Tasting,activity
delhi,32158.0,1 nights,"Taj Palace - Family Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Free WiFi, Beach Access",hotels
kolkata,2987.81,4h,Durga Puja Pandals Tour (Seasonal),activity
ladakh,1867.1,6h,Monastery Circuit Tour - Hemis & Thiksey,activity
delhi,59798.0,5 nights,"Hyatt Regency Delhi - Pool View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Swimming Pool, Restaurant, Garden",hotels
cochin,16914.0,23h,Jet Airways Delhi 2 stops DEL → IDR → BOM → COK,flight
goa,30686.0,2 nights,"Alila Diwa Goa - Mountain View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Free WiFi, Restaurant, Swimming Pool",hotels
cochin,12373.0,21h 10m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
cochin,10368.0,9h 20m,Jet Airways Delhi 2 stops DEL → JAI → BOM → COK,flight
kerala,1017.29,3h,Traditional Snake Boat Race Experience,activity
kerala,8372.17,8h,Backwater Houseboat Cruise with Kerala Lunch,activity
kolkata,7414.0,2h 15m,Vistara Chennai non-stop MAA → CCU,flight
